selection,parent-type,node-type,child-type,count
superfluous-parens,lessThan,bracketedPrimary,array-subscript,16
parens,assign,bracketedPrimary,greaterThan,329
parens,plusAssign,bracketedPrimary,logicalOr,1
superfluous-parens,greaterEqual,bracketedPrimary,star,5
parens,<DoStatement>,bracketedPrimary,assign,168
parens,equals,bracketedPrimary,amper,13
parens,prefixIncr,bracketedPrimary,prefixIncr,1
parens,<ExpressionStatement>,bracketedPrimary,notequals,3
operator-precedence,star,prefixIncr,<IdExpression>,2376
parens,<Enumerator>,bracketedPrimary,bracketedPrimary,2
superfluous-parens,conditional,bracketedPrimary,logicalAnd,2055
parens,cast,bracketedPrimary,binaryOr,557
parens,modulo,bracketedPrimary,cast,73
superfluous-parens,divideAssign,bracketedPrimary,star,3
operator-precedence,multiply,star,postFixDecr,1
parens,modulo,bracketedPrimary,<LiteralExpression>,5
superfluous-parens,minusAssign,bracketedPrimary,minus2,322
parens,<ConstructorInitializer>,bracketedPrimary,<IdExpression>,54
parens,cast,bracketedPrimary,notequals,117
parens,not,bracketedPrimary,not,180
parens,greaterThan,bracketedPrimary,not,5
superfluous-parens,plusAssign,bracketedPrimary,divideAssign,1
operator-precedence,expression-list,prefixIncr,field-reference,58
parens,multiply,bracketedPrimary,equals,81
superfluous-parens,expression-list,bracketedPrimary,modulo,1
superfluous-parens,binaryAndAssign,bracketedPrimary,cast,1
operator-precedence,binaryAnd,star,<LiteralExpression>,4
superfluous-parens,minus2,bracketedPrimary,bracketedPrimary,31
parens,logicalAnd,bracketedPrimary,greaterEqual,3781
parens,binaryXorAssign,bracketedPrimary,shiftLeft,138
parens,minus2,bracketedPrimary,conditional,591
superfluous-parens,conditional,bracketedPrimary,lessEqual,504
superfluous-parens,multiplyAssign,bracketedPrimary,star,3
parens,greaterThan,bracketedPrimary,conditional,211
superfluous-parens,cast,bracketedPrimary,prefixIncr,4
parens,<IfStatement>,bracketedPrimary,multiplyAssign,1
parens,binaryXor,bracketedPrimary,conditional,44
operator-precedence,tilde,minus1,<LiteralExpression>,1
operator-precedence,multiply,minus1,bracketedPrimary,133
superfluous-parens,plus1,bracketedPrimary,array-subscript,2
parens,bracketedPrimary,bracketedPrimary,lessThan,1040
superfluous-parens,shiftLeft,bracketedPrimary,minus2,6612
parens,shiftLeft,bracketedPrimary,minus1,30
operator-precedence,logicalOr,not,amper,5
superfluous-parens,delete,bracketedPrimary,new,1
parens,prefixIncr,bracketedPrimary,conditional,2
operator-precedence,greaterThan,minus2,,1
superfluous-parens,delete,bracketedPrimary,star,45
operator-precedence,shiftLeft,minus1,function-call,43
superfluous-parens,modulo,bracketedPrimary,<IdExpression>,41
superfluous-parens,lessEqual,bracketedPrimary,lessThan,9
parens,notequals,bracketedPrimary,binaryOrAssign,2
superfluous-parens,prefixDecr,bracketedPrimary,<IdExpression>,15
parens,<TemplateId>,bracketedPrimary,<LiteralExpression>,6
superfluous-parens,divide,bracketedPrimary,prefixIncr,4
operator-precedence,binaryAnd,tilde,star,21
parens,multiply,bracketedPrimary,modulo,707
superfluous-parens,shiftRightAssign,bracketedPrimary,multiply,17
parens,pmdot,bracketedPrimary,cast,5
parens,<ReturnStatement>,bracketedPrimary,equals,2041
parens,binaryOr,bracketedPrimary,bracketedPrimary,153
superfluous-parens,binaryAnd,bracketedPrimary,equals,117
superfluous-parens,pmdot,bracketedPrimary,amper,3
parens,cast,bracketedPrimary,conditional,502
superfluous-parens,bracketedPrimary,bracketedPrimary,modulo,7
parens,plus1,bracketedPrimary,binaryOr,1
superfluous-parens,function-call,bracketedPrimary,binaryXor,96
superfluous-parens,notequals,bracketedPrimary,notequals,58
operator-precedence,binaryOr,minus1,<IdExpression>,27
superfluous-parens,shiftLeft,bracketedPrimary,<LiteralExpression>,290
parens,logicalOr,bracketedPrimary,modulo,139
parens,equals,bracketedPrimary,lessThan,119
parens,multiply,bracketedPrimary,divideAssign,2
parens,divide,bracketedPrimary,logicalOr,2
operator-precedence,equals,tilde,prefixDecr,2
parens,shiftLeft,bracketedPrimary,star,244
superfluous-parens,divide,bracketedPrimary,<TypeIdExpression>,48
parens,array-subscript,bracketedPrimary,shiftRight,209
operator-precedence,divide,not,bracketedPrimary,2
superfluous-parens,multiply,bracketedPrimary,not,34
superfluous-parens,shiftRight,bracketedPrimary,plus2,4458
parens,sizeof,bracketedPrimary,array-subscript,3874
operator-precedence,shiftLeft,star,array-subscript,39
superfluous-parens,assign,bracketedPrimary,equals,2396
operator-precedence,logicalAnd,not,array-subscript,1283
parens,binaryAndAssign,bracketedPrimary,lessEqual,5
parens,<CaseStatement>,bracketedPrimary,<LiteralExpression>,231
operator-precedence,binaryXor,binaryAnd,,11
parens,assign,bracketedPrimary,lessThan,430
parens,minus1,bracketedPrimary,binaryAnd,90
parens,minus1,bracketedPrimary,binaryXor,9
parens,binaryOrAssign,bracketedPrimary,equals,158
parens,binaryAnd,bracketedPrimary,prefixIncr,12
superfluous-parens,expression-list,bracketedPrimary,array-subscript,8
superfluous-parens,binaryOrAssign,bracketedPrimary,binaryAndAssign,2
operator-precedence,notequals,divide,,1
parens,binaryXor,bracketedPrimary,cast,54
superfluous-parens,cast,bracketedPrimary,field-reference,3486
superfluous-parens,assign,bracketedPrimary,amper,5
parens,<Enumerator>,bracketedPrimary,notequals,1
parens,tilde,bracketedPrimary,array-subscript,33
superfluous-parens,minus2,bracketedPrimary,sizeof,40
parens,multiply,bracketedPrimary,prefixIncr,4
parens,bracketedPrimary,bracketedPrimary,logicalAnd,3373
parens,postFixIncr,bracketedPrimary,cast,4
superfluous-parens,divideAssign,bracketedPrimary,divide,31
operator-precedence,plus2,plus1,<IdExpression>,11
parens,minus2,bracketedPrimary,<TypeIdExpression>,7
superfluous-parens,expression-list,bracketedPrimary,star,2
operator-precedence,plus2,plus1,function-call,1
parens,binaryXorAssign,bracketedPrimary,binaryAnd,24
parens,array-subscript,bracketedPrimary,equals,1
operator-precedence,multiply,tilde,minus1,1
parens,plusAssign,bracketedPrimary,array-subscript,6
parens,shiftLeft,bracketedPrimary,field-reference,186
operator-precedence,binaryXor,star,<IdExpression>,193
superfluous-parens,shiftLeftAssign,bracketedPrimary,modulo,3
operator-precedence,logicalAnd,not,field-reference,16219
operator-precedence,binaryXor,equals,,21
parens,<EqualsInitializer>,bracketedPrimary,conditional,1925
parens,<EqualsInitializer>,bracketedPrimary,shiftLeft,486
parens,greaterThan,bracketedPrimary,binaryAnd,511
operator-precedence,expression-list,logicalAnd,,47
parens,binaryOr,bracketedPrimary,lessEqual,37
parens,binaryAnd,bracketedPrimary,equals,117
superfluous-parens,binaryAnd,bracketedPrimary,array-subscript,383
operator-precedence,shiftLeft,star,postFixIncr,271
superfluous-parens,plus2,bracketedPrimary,multiply,8555
parens,binaryOr,bracketedPrimary,star,45
superfluous-parens,binaryOr,bracketedPrimary,multiply,170
operator-precedence,shiftLeft,tilde,<IdExpression>,16
superfluous-parens,binaryXorAssign,bracketedPrimary,conditional,1
superfluous-parens,conditional,bracketedPrimary,greaterThan,2528
superfluous-parens,minusAssign,bracketedPrimary,binaryAnd,36
superfluous-parens,shiftRight,bracketedPrimary,minus2,3944
superfluous-parens,plus2,bracketedPrimary,function-call,96
operator-precedence,binaryXor,minus1,bracketedPrimary,16
operator-precedence,not,tilde,bracketedPrimary,5
operator-precedence,expression-list,not,<IdExpression>,17
parens,multiplyAssign,bracketedPrimary,multiply,18
superfluous-parens,prefixIncr,bracketedPrimary,prefixDecr,1
parens,bracketedPrimary,bracketedPrimary,minus1,2125
superfluous-parens,equals,bracketedPrimary,equals,206
operator-precedence,binaryAnd,tilde,<SimpleTypeConstructorExpression>,2
parens,lessThan,bracketedPrimary,postFixIncr,11
operator-precedence,multiply,modulo,,46
parens,shiftLeft,bracketedPrimary,minusAssign,1
operator-precedence,modulo,tilde,field-reference,1
parens,tilde,bracketedPrimary,notequals,2
parens,lessThan,bracketedPrimary,field-reference,89
operator-precedence,notequals,field-reference,,5
parens,<ExpressionStatement>,bracketedPrimary,amper,2
parens,plusAssign,bracketedPrimary,shiftLeft,464
superfluous-parens,pmdot,bracketedPrimary,bracketedPrimary,1
operator-precedence,greaterThan,not,minus1,1
superfluous-parens,assign,bracketedPrimary,logicalOr,969
parens,notequals,bracketedPrimary,shiftLeftAssign,2
parens,<EqualsInitializer>,bracketedPrimary,minusAssign,8
parens,bracketedPrimary,bracketedPrimary,lessEqual,780
operator-precedence,binaryOr,not,not,7
operator-precedence,logicalOr,not,<CompoundStatementExpression>,1
parens,plus2,bracketedPrimary,postFixIncr,14
operator-precedence,conditional,conditional,,2879
parens,lessThan,bracketedPrimary,minus2,1963
operator-precedence,equals,not,cast,1
parens,<ConstructorInitializer>,bracketedPrimary,greaterThan,9
parens,logicalOr,bracketedPrimary,binaryXorAssign,1
superfluous-parens,multiply,bracketedPrimary,cast,746
superfluous-parens,binaryAndAssign,bracketedPrimary,notequals,6
parens,pmarrow,bracketedPrimary,array-subscript,7
superfluous-parens,binaryXor,bracketedPrimary,field-reference,21
operator-precedence,shiftLeft,not,not,113
parens,tilde,bracketedPrimary,tilde,2
parens,divide,bracketedPrimary,conditional,171
parens,conditional,bracketedPrimary,logicalOr,1418
parens,<InitializerList>,bracketedPrimary,binaryOr,708
parens,<SimpleDeclSpecifier>,bracketedPrimary,plus1,22
superfluous-parens,plusAssign,bracketedPrimary,<LiteralExpression>,5
operator-precedence,binaryAnd,tilde,function-call,677
parens,binaryXor,bracketedPrimary,assign,35
parens,lessEqual,bracketedPrimary,cast,41
superfluous-parens,binaryAnd,bracketedPrimary,minus1,547
parens,binaryXorAssign,bracketedPrimary,binaryXor,22
operator-precedence,binaryXor,star,prefixIncr,1
superfluous-parens,plusAssign,bracketedPrimary,plusAssign,2
parens,conditional,bracketedPrimary,star,93
parens,binaryOrAssign,bracketedPrimary,tilde,2
parens,lessThan,bracketedPrimary,not,4
parens,field-reference,bracketedPrimary,multiplyAssign,1
parens,<ConstructorInitializer>,bracketedPrimary,<SimpleTypeConstructorExpression>,3
parens,<SimpleDeclSpecifier>,bracketedPrimary,amper,4
parens,cast,bracketedPrimary,pmarrow,15
parens,lessEqual,bracketedPrimary,modulo,15
operator-precedence,binaryOr,not,bracketedPrimary,5
superfluous-parens,shiftLeft,bracketedPrimary,multiply,1711
superfluous-parens,assign,bracketedPrimary,modulo,155
parens,lessEqual,bracketedPrimary,logicalOr,2
superfluous-parens,conditional,bracketedPrimary,binaryXor,65
superfluous-parens,array-subscript,bracketedPrimary,plus2,52
parens,throw,bracketedPrimary,expression-list,1
parens,<SimpleDeclSpecifier>,bracketedPrimary,postFixDecr,1
operator-precedence,expression-list,postFixIncr,<IdExpression>,11711
operator-precedence,minus2,tilde,function-call,1
parens,bracketedPrimary,bracketedPrimary,divideAssign,1
superfluous-parens,logicalAnd,bracketedPrimary,lessThan,5661
operator-precedence,binaryAnd,tilde,minus1,1
parens,binaryOr,bracketedPrimary,postFixIncr,9
parens,divide,bracketedPrimary,binaryOr,10
parens,minus2,bracketedPrimary,minus1,55
superfluous-parens,logicalAnd,bracketedPrimary,<LiteralExpression>,13
parens,logicalAnd,bracketedPrimary,divide,1
superfluous-parens,multiply,bracketedPrimary,divide,1770
parens,greaterThan,bracketedPrimary,prefixDecr,10
operator-precedence,divide,tilde,<LiteralExpression>,14
parens,greaterThan,bracketedPrimary,greaterThan,358
superfluous-parens,divide,bracketedPrimary,modulo,183
operator-precedence,expression-list,star,array-subscript,19
parens,binaryAndAssign,bracketedPrimary,bracketedPrimary,2
parens,plus1,bracketedPrimary,prefixIncr,2
parens,<IfStatement>,bracketedPrimary,shiftRightAssign,4
parens,divide,bracketedPrimary,greaterEqual,2
superfluous-parens,lessThan,bracketedPrimary,greaterThan,3
operator-precedence,star,postFixDecr,field-reference,2
parens,cast,bracketedPrimary,multiply,977
parens,<ForStatement>,bracketedPrimary,expression-list,14
superfluous-parens,function-call,bracketedPrimary,lessEqual,75
superfluous-parens,multiply,bracketedPrimary,multiply,267
superfluous-parens,binaryAndAssign,bracketedPrimary,star,12
parens,lessThan,bracketedPrimary,binaryXor,52
superfluous-parens,equals,bracketedPrimary,not,62
superfluous-parens,binaryXor,bracketedPrimary,greaterThan,41
superfluous-parens,sizeof,bracketedPrimary,prefixIncr,4
parens,expression-list,bracketedPrimary,bracketedPrimary,4
parens,greaterEqual,bracketedPrimary,assign,789
parens,array-subscript,bracketedPrimary,plus1,1
superfluous-parens,lessThan,bracketedPrimary,postFixIncr,11
parens,<ExpressionStatement>,bracketedPrimary,binaryOr,1
parens,binaryOrAssign,bracketedPrimary,notequals,129
parens,<ConstructorInitializer>,bracketedPrimary,field-reference,20
parens,<WhileStatement>,bracketedPrimary,logicalAnd,4
superfluous-parens,equals,bracketedPrimary,amper,13
parens,minus1,bracketedPrimary,shiftRight,62
parens,<ArrayModifier>,bracketedPrimary,assign,5
parens,tilde,bracketedPrimary,function-call,263
parens,binaryAndAssign,bracketedPrimary,tilde,519
parens,cast,bracketedPrimary,lessEqual,87
superfluous-parens,minus2,bracketedPrimary,field-reference,78
superfluous-parens,minus2,bracketedPrimary,modulo,612
parens,equals,bracketedPrimary,shiftLeftAssign,3
superfluous-parens,logicalAnd,bracketedPrimary,cast,2
operator-precedence,expression-list,star,star,3
operator-precedence,greaterEqual,shiftLeft,,140
superfluous-parens,greaterEqual,bracketedPrimary,sizeof,1
operator-precedence,shiftLeft,divide,,231
operator-precedence,conditional,lessThan,,5099
superfluous-parens,modulo,bracketedPrimary,minus1,17
parens,bracketedPrimary,bracketedPrimary,function-call,10469
parens,prefixIncr,bracketedPrimary,assign,3
superfluous-parens,logicalAnd,bracketedPrimary,shiftRight,12
superfluous-parens,plusAssign,bracketedPrimary,minus1,3
parens,conditional,bracketedPrimary,notequals,1569
parens,<EqualsInitializer>,bracketedPrimary,<TypeIdInitializerExpression>,3
parens,logicalOr,bracketedPrimary,<LiteralExpression>,10
parens,multiply,bracketedPrimary,binaryXor,78
parens,<ForStatement>,bracketedPrimary,star,1
parens,logicalOr,bracketedPrimary,expression-list,75
operator-precedence,expression-list,conditional,,869
superfluous-parens,binaryAndAssign,bracketedPrimary,binaryOr,338
superfluous-parens,equals,bracketedPrimary,greaterEqual,40
parens,modulo,bracketedPrimary,divide,440
parens,array-subscript,bracketedPrimary,modulo,26
parens,<UnaryExpression>,bracketedPrimary,postFixIncr,1
operator-precedence,binaryXor,not,star,1
parens,array-subscript,bracketedPrimary,<LiteralExpression>,15
parens,function-call,bracketedPrimary,new,2
superfluous-parens,not,bracketedPrimary,prefixDecr,32
parens,greaterEqual,bracketedPrimary,plus2,731
parens,notequals,bracketedPrimary,bracketedPrimary,26
superfluous-parens,equals,bracketedPrimary,postFixDecr,2
parens,not,bracketedPrimary,divide,11
parens,bracketedPrimary,bracketedPrimary,tilde,787
parens,cast,bracketedPrimary,<UnaryExpression>,4
operator-precedence,plus2,amper,array-subscript,248
superfluous-parens,multiplyAssign,bracketedPrimary,multiply,18
superfluous-parens,binaryOr,bracketedPrimary,modulo,44
parens,expression-list,bracketedPrimary,array-subscript,8
operator-precedence,equals,field-reference,,4
operator-precedence,notequals,not,function-call,36
operator-precedence,modulo,not,<IdExpression>,2
operator-precedence,shiftRight,star,array-subscript,3
operator-precedence,binaryAnd,tilde,field-reference,661
operator-precedence,expression-list,plus1,<SimpleTypeConstructorExpression>,2
parens,bracketedPrimary,bracketedPrimary,expression-list,1521
parens,<SimpleDeclSpecifier>,bracketedPrimary,assign,2
parens,<EqualsInitializer>,bracketedPrimary,minus2,450
superfluous-parens,logicalOr,bracketedPrimary,lessEqual,760
superfluous-parens,not,bracketedPrimary,prefixIncr,20
operator-precedence,binaryXor,not,<IdExpression>,43
superfluous-parens,expression-list,bracketedPrimary,lessThan,2
superfluous-parens,pmarrow,bracketedPrimary,amper,22
operator-precedence,modulo,minus1,<IdExpression>,52
superfluous-parens,tilde,bracketedPrimary,field-reference,122
operator-precedence,logicalAnd,not,prefixDecr,42
superfluous-parens,bracketedPrimary,bracketedPrimary,equals,304
parens,multiplyAssign,bracketedPrimary,shiftRight,3
superfluous-parens,greaterThan,bracketedPrimary,lessEqual,9
superfluous-parens,lessEqual,bracketedPrimary,divide,107
parens,<ReturnStatement>,bracketedPrimary,not,181
parens,conditional,bracketedPrimary,<CompoundStatementExpression>,24
superfluous-parens,multiplyAssign,bracketedPrimary,minus2,47
parens,shiftLeft,bracketedPrimary,bracketedPrimary,118
parens,<EqualsInitializer>,bracketedPrimary,bracketedPrimary,14
parens,lessThan,bracketedPrimary,lessEqual,9
parens,divide,bracketedPrimary,multiplyAssign,1
superfluous-parens,lessThan,bracketedPrimary,sizeof,1
parens,shiftRight,bracketedPrimary,array-subscript,189
parens,binaryOrAssign,bracketedPrimary,binaryXor,3
parens,binaryAndAssign,bracketedPrimary,shiftRight,17
parens,greaterThan,bracketedPrimary,sizeof,6
operator-precedence,shiftRight,star,<LiteralExpression>,18
operator-precedence,plus2,minus1,<SimpleTypeConstructorExpression>,14
parens,expression-list,bracketedPrimary,divide,9
parens,lessThan,bracketedPrimary,moduloAssign,1
